1567381236,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s1-eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381236,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381237,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381237,s1,160.00,0.00,160.00,0,160,2.00,0.00,2.00,0,2,0.00,0.00,0,0
1567381237,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381237,s2,160.00,1856.00,2016.00,1856,160,2.00,8.00,10.00,8,2,0.00,0.00,0,0
1567381237,s1-eth2,148758.00,6004524.00,6153282.00,6004524,148758,1993.00,3966.00,5959.00,3966,1993,0.00,0.00,0,0
1567381237,s1-eth0,1856.00,1594.00,3450.00,1594,1856,8.00,11.00,19.00,11,8,0.00,0.00,0,0
1567381237,s1-eth1,6008054.00,146742.00,6154796.00,146742,6008054,3977.00,1983.00,5960.00,1983,3977,0.00,0.00,0,0
1567381237,s2-eth1,1594.00,1856.00,3450.00,1856,1594,11.00,8.00,19.00,8,11,0.00,0.00,0,0
1567381237,lo,3643.00,3643.00,7286.00,3643,3643,36.00,36.00,72.00,36,36,0.00,0.00,0,0
1567381237,total,6164225.00,6160215.00,12324440.00,6160215,6164225,6029.00,6012.00,12041.00,6012,6029,0.00,0.00,0,0
1567381238,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381238,s1,90.00,0.00,90.00,0,90,1.00,0.00,1.00,0,1,0.00,0.00,0,0
1567381238,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381238,s2,90.00,936.00,1026.00,936,90,1.00,3.00,4.00,3,1,0.00,0.00,0,0
1567381238,s1-eth2,149324.00,6072654.00,6221978.00,6072654,149324,2011.00,4011.00,6022.00,4011,2011,0.00,0.00,0,0
1567381238,s1-eth0,936.00,1478.00,2414.00,1478,936,3.00,6.00,9.00,6,3,0.00,0.00,0,0
1567381238,s1-eth1,6068918.00,148296.00,6217214.00,148296,6068918,4012.00,2004.00,6016.00,2004,4012,0.00,0.00,0,0
1567381238,s2-eth1,1478.00,936.00,2414.00,936,1478,6.00,3.00,9.00,3,6,0.00,0.00,0,0
1567381238,lo,1554.00,1554.00,3108.00,1554,1554,15.00,15.00,30.00,15,15,0.00,0.00,0,0
1567381238,total,6222390.00,6225854.00,12448244.00,6225854,6222390,6049.00,6042.00,12091.00,6042,6049,0.00,0.00,0,0
1567381239,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567381239,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
