1567406603,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s1-eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406603,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406604,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406604,s1,159.68,179.64,339.32,180,160,2.00,2.00,3.99,2,2,0.00,0.00,0,0
1567406604,eth0,303.39,489.02,792.42,490,304,3.99,3.99,7.98,4,4,0.00,0.00,0,0
1567406604,s2,249.50,2168.66,2418.16,2173,250,2.99,8.98,11.98,9,3,0.00,0.00,0,0
1567406604,s1-eth2,68224.55,2647323.50,2715548.00,2652618,68361,908.18,1749.50,2657.68,1753,910,0.00,0.00,0,0
1567406604,s1-eth0,2168.66,1724.55,3893.21,1728,2173,8.98,8.98,17.96,9,9,0.00,0.00,0,0
1567406604,s1-eth1,2630392.25,66852.30,2697244.50,66986,2635653,1743.51,903.19,2646.71,905,1747,0.00,0.00,0,0
1567406604,s2-eth1,1724.55,2168.66,3893.21,2173,1728,8.98,8.98,17.96,9,9,0.00,0.00,0,0
1567406604,lo,5503.99,5503.99,11007.98,5515,5515,55.89,55.89,111.78,56,56,0.00,0.00,0,0
1567406604,total,2708726.50,2726410.25,5435137.00,2731863,2714144,2734.53,2741.52,5476.05,2747,2740,0.00,0.00,0,0
1567406605,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406605,s1,90.00,0.00,90.00,0,90,1.00,0.00,1.00,0,1,0.00,0.00,0,0
1567406605,eth0,152.00,245.00,397.00,245,152,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1567406605,s2,0.00,230.00,230.00,230,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1567406605,s1-eth2,87088.00,3420126.00,3507214.00,3420126,87088,1167.00,2259.00,3426.00,2259,1167,0.00,0.00,0,0
1567406605,s1-eth0,230.00,327.00,557.00,327,230,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406605,s1-eth1,3412973.00,86358.00,3499331.00,86358,3412973,2256.00,1167.00,3423.00,1167,2256,0.00,0.00,0,0
1567406605,s2-eth1,327.00,230.00,557.00,230,327,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406605,lo,955.00,955.00,1910.00,955,955,10.00,10.00,20.00,10,10,0.00,0.00,0,0
1567406605,total,3501815.00,3508471.00,7010286.00,3508471,3501815,3438.00,3441.00,6879.00,3441,3438,0.00,0.00,0,0
1567406607,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406607,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406607,eth0,59.82,59.82,119.64,60,60,1.00,1.00,1.99,1,1,0.00,0.00,0,0
1567406607,s2,0.00,407.78,407.78,409,0,0.00,1.99,1.99,2,0,0.00,0.00,0,0
1567406607,s1-eth2,85911.27,3432538.50,3518449.75,3442836,86169,1160.52,2267.20,3427.72,2274,1164,0.00,0.00,0,0
1567406607,s1-eth0,407.78,106.68,514.46,107,409,1.99,1.00,2.99,1,2,0.00,0.00,0,0
1567406607,s1-eth1,3431401.75,85361.91,3516763.75,85618,3441696,2268.20,1153.54,3421.73,1157,2275,0.00,0.00,0,0
1567406607,s2-eth1,106.68,407.78,514.46,409,107,1.00,1.99,2.99,2,1,0.00,0.00,0,0
1567406607,lo,629.11,629.11,1258.23,631,631,5.98,5.98,11.96,6,6,0.00,0.00,0,0
1567406607,total,3518516.50,3519511.50,7038028.00,3530070,3529072,3438.68,3432.70,6871.39,3443,3449,0.00,0.00,0,0
1567406608,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406608,s1,0.00,140.00,140.00,140,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0
1567406608,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406608,s2,0.00,300.00,300.00,300,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0
1567406608,s1-eth2,88467.00,3604904.00,3693371.00,3604904,88467,1193.00,2382.00,3575.00,2382,1193,0.00,0.00,0,0
1567406608,s1-eth0,300.00,664.00,964.00,664,300,2.00,3.00,5.00,3,2,0.00,0.00,0,0
1567406608,s1-eth1,3608259.00,88130.00,3696389.00,88130,3608259,2385.00,1191.00,3576.00,1191,2385,0.00,0.00,0,0
1567406608,s2-eth1,664.00,300.00,964.00,300,664,3.00,2.00,5.00,2,3,0.00,0.00,0,0
1567406608,lo,1130.00,1130.00,2260.00,1130,1130,12.00,12.00,24.00,12,12,0.00,0.00,0,0
1567406608,total,3698820.00,3695568.00,7394388.00,3695568,3698820,3595.00,3594.00,7189.00,3594,3595,0.00,0.00,0,0
1567406609,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406609,s1,70.00,0.00,70.00,0,70,1.00,0.00,1.00,0,1,0.00,0.00,0,0
1567406609,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406609,s2,70.00,302.00,372.00,302,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406609,s1-eth2,94895.00,3881896.00,3976791.00,3881896,94895,1279.00,2564.00,3843.00,2564,1279,0.00,0.00,0,0
1567406609,s1-eth0,302.00,70.00,372.00,70,302,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406609,s1-eth1,3885064.00,95090.00,3980154.00,95090,3885064,2568.00,1285.00,3853.00,1285,2568,0.00,0.00,0,0
1567406609,s2-eth1,70.00,302.00,372.00,302,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406609,lo,1086.00,1086.00,2172.00,1086,1086,13.00,13.00,26.00,13,13,0.00,0.00,0,0
1567406609,total,3981557.00,3978746.00,7960303.00,3978746,3981557,3864.00,3865.00,7729.00,3865,3864,0.00,0.00,0,0
1567406610,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406610,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406610,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406610,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406610,s1-eth2,93906.00,3844046.00,3937952.00,3844046,93906,1269.00,2539.00,3808.00,2539,1269,0.00,0.00,0,0
1567406610,s1-eth0,0.00,342.00,342.00,342,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1567406610,s1-eth1,3834962.00,93684.00,3928646.00,93684,3834962,2533.00,1266.00,3799.00,1266,2533,0.00,0.00,0,0
1567406610,s2-eth1,342.00,0.00,342.00,0,342,1.00,0.00,1.00,0,1,0.00,0.00,0,0
1567406610,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406610,total,3929210.00,3938072.00,7867282.00,3938072,3929210,3803.00,3806.00,7609.00,3806,3803,0.00,0.00,0,0
1567406611,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406611,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406611,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1567406611,s2,0.00,107.00,107.00,107,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1567406611,s1-eth2,89055.00,3638142.00,3727197.00,3638142,89055,1203.00,2403.00,3606.00,2403,1203,0.00,0.00,0,0
1567406611,s1-eth0,107.00,107.00,214.00,107,107,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406611,s1-eth1,3645819.00,89170.00,3734989.00,89170,3645819,2409.00,1205.00,3614.00,1205,2409,0.00,0.00,0,0
1567406611,s2-eth1,107.00,107.00,214.00,107,107,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1567406611,lo,305.00,305.00,610.00,305,305,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1567406611,total,3735393.00,3727938.00,7463331.00,3727938,3735393,3617.00,3614.00,7231.00,3614,3617,0.00,0.00,0,0
1567406612,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
