20190902024324,10.0.0.2,54331,10.0.0.1,5001,3,0.0-1.0,1572864,12582912
20190902024325,10.0.0.2,54331,10.0.0.1,5001,3,1.0-2.0,2621440,20971520
20190902024326,10.0.0.2,54331,10.0.0.1,5001,3,2.0-3.0,3670016,29360128
20190902024327,10.0.0.2,54331,10.0.0.1,5001,3,3.0-4.0,3276800,26214400
20190902024328,10.0.0.2,54331,10.0.0.1,5001,3,4.0-5.0,3407872,27262976
20190902024329,10.0.0.2,54331,10.0.0.1,5001,3,5.0-6.0,3670016,29360128
20190902024330,10.0.0.2,54331,10.0.0.1,5001,3,6.0-7.0,3538944,28311552
20190902024331,10.0.0.2,54331,10.0.0.1,5001,3,7.0-8.0,3407872,27262976
20190902024332,10.0.0.2,54331,10.0.0.1,5001,3,8.0-9.0,3276800,26214400
20190902024333,10.0.0.2,54331,10.0.0.1,5001,3,9.0-10.0,4194304,33554432
20190902024334,10.0.0.2,54331,10.0.0.1,5001,3,10.0-11.0,5767168,46137344
20190902024335,10.0.0.2,54331,10.0.0.1,5001,3,11.0-12.0,5505024,44040192
20190902024336,10.0.0.2,54331,10.0.0.1,5001,3,12.0-13.0,6029312,48234496
20190902024337,10.0.0.2,54331,10.0.0.1,5001,3,13.0-14.0,5767168,46137344
20190902024338,10.0.0.2,54331,10.0.0.1,5001,3,14.0-15.0,5636096,45088768
20190902024339,10.0.0.2,54331,10.0.0.1,5001,3,15.0-16.0,5767168,46137344
20190902024340,10.0.0.2,54331,10.0.0.1,5001,3,16.0-17.0,5767168,46137344
20190902024341,10.0.0.2,54331,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20190902024342,10.0.0.2,54331,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20190902024343,10.0.0.2,54331,10.0.0.1,5001,3,19.0-20.0,5898240,47185920
20190902024344,10.0.0.2,54331,10.0.0.1,5001,3,20.0-21.0,5767168,46137344
20190902024345,10.0.0.2,54331,10.0.0.1,5001,3,21.0-22.0,5898240,47185920
20190902024346,10.0.0.2,54331,10.0.0.1,5001,3,22.0-23.0,5505024,44040192
20190902024347,10.0.0.2,54331,10.0.0.1,5001,3,23.0-24.0,5898240,47185920
20190902024348,10.0.0.2,54331,10.0.0.1,5001,3,24.0-25.0,5505024,44040192
20190902024349,10.0.0.2,54331,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20190902024350,10.0.0.2,54331,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20190902024351,10.0.0.2,54331,10.0.0.1,5001,3,27.0-28.0,5505024,44040192
20190902024352,10.0.0.2,54331,10.0.0.1,5001,3,28.0-29.0,5898240,47185920
20190902024353,10.0.0.2,54331,10.0.0.1,5001,3,29.0-30.0,5636096,45088768
20190902024354,10.0.0.2,54331,10.0.0.1,5001,3,30.0-31.0,5898240,47185920
20190902024355,10.0.0.2,54331,10.0.0.1,5001,3,31.0-32.0,5767168,46137344
20190902024356,10.0.0.2,54331,10.0.0.1,5001,3,32.0-33.0,5636096,45088768
20190902024357,10.0.0.2,54331,10.0.0.1,5001,3,33.0-34.0,5636096,45088768
20190902024358,10.0.0.2,54331,10.0.0.1,5001,3,34.0-35.0,5636096,45088768
20190902024359,10.0.0.2,54331,10.0.0.1,5001,3,35.0-36.0,6029312,48234496
20190902024400,10.0.0.2,54331,10.0.0.1,5001,3,36.0-37.0,5636096,45088768
20190902024401,10.0.0.2,54331,10.0.0.1,5001,3,37.0-38.0,5636096,45088768
20190902024402,10.0.0.2,54331,10.0.0.1,5001,3,38.0-39.0,6029312,48234496
20190902024403,10.0.0.2,54331,10.0.0.1,5001,3,39.0-40.0,5636096,45088768
20190902024404,10.0.0.2,54331,10.0.0.1,5001,3,40.0-41.0,6029312,48234496
20190902024405,10.0.0.2,54331,10.0.0.1,5001,3,41.0-42.0,5636096,45088768
20190902024406,10.0.0.2,54331,10.0.0.1,5001,3,42.0-43.0,5636096,45088768
20190902024407,10.0.0.2,54331,10.0.0.1,5001,3,43.0-44.0,5636096,45088768
20190902024408,10.0.0.2,54331,10.0.0.1,5001,3,44.0-45.0,5636096,45088768
20190902024409,10.0.0.2,54331,10.0.0.1,5001,3,45.0-46.0,6029312,48234496
20190902024410,10.0.0.2,54331,10.0.0.1,5001,3,46.0-47.0,5636096,45088768
20190902024411,10.0.0.2,54331,10.0.0.1,5001,3,47.0-48.0,5373952,42991616
20190902024412,10.0.0.2,54331,10.0.0.1,5001,3,48.0-49.0,5636096,45088768
20190902024413,10.0.0.2,54331,10.0.0.1,5001,3,49.0-50.0,5636096,45088768
20190902024414,10.0.0.2,54331,10.0.0.1,5001,3,50.0-51.0,5767168,46137344
20190902024415,10.0.0.2,54331,10.0.0.1,5001,3,51.0-52.0,5898240,47185920
20190902024416,10.0.0.2,54331,10.0.0.1,5001,3,52.0-53.0,5636096,45088768
20190902024417,10.0.0.2,54331,10.0.0.1,5001,3,53.0-54.0,5767168,46137344
20190902024418,10.0.0.2,54331,10.0.0.1,5001,3,54.0-55.0,5636096,45088768
20190902024419,10.0.0.2,54331,10.0.0.1,5001,3,55.0-56.0,5898240,47185920
20190902024420,10.0.0.2,54331,10.0.0.1,5001,3,56.0-57.0,5767168,46137344
20190902024421,10.0.0.2,54331,10.0.0.1,5001,3,57.0-58.0,5636096,45088768
20190902024422,10.0.0.2,54331,10.0.0.1,5001,3,58.0-59.0,5636096,45088768
20190902024423,10.0.0.2,54331,10.0.0.1,5001,3,59.0-60.0,5636096,45088768
20190902024423,10.0.0.2,54331,10.0.0.1,5001,3,0.0-60.0,319815680,42632166
