1571566123.243107,0
1571566123.256806,0
1571566123.270506,0
1571566123.283555,0
1571566123.297789,0
1571566123.311094,0
1571566123.323815,0
1571566123.337762,0
1571566123.351501,0
1571566123.364520,0
1571566123.379264,0
1571566123.393280,0
1571566123.407311,0
1571566123.420870,0
1571566123.433789,0
1571566123.446247,0
1571566123.459260,0
1571566123.472699,0
1571566123.486223,0
1571566123.499616,0
1571566123.513788,0
1571566123.527322,0
1571566123.542110,0
1571566123.555547,0
1571566123.568179,0
1571566123.580649,0
1571566123.593906,0
1571566123.607474,0
1571566123.620226,0
1571566123.633967,0
1571566123.646795,0
1571566123.659753,0
1571566123.672153,0
1571566123.686858,0
1571566123.699765,0
1571566123.713351,0
1571566123.726778,0
1571566123.741052,0
1571566123.754011,0
1571566123.766714,0
1571566123.779369,0
1571566123.793141,0
1571566123.807611,0
1571566123.821038,0
1571566123.834007,0
1571566123.846813,0
1571566123.860020,0
1571566123.873846,0
1571566123.886724,0
1571566123.900852,0
1571566123.914686,0
1571566123.927185,0
1571566123.940964,0
1571566123.953882,0
1571566123.966786,0
1571566123.979755,0
1571566123.993838,0
1571566124.007051,0
1571566124.019636,0
1571566124.032673,0
1571566124.046069,0
1571566124.059281,0
1571566124.072950,0
1571566124.087200,0
1571566124.101958,0
1571566124.114677,0
1571566124.129351,0
1571566124.143655,0
1571566124.157637,0
1571566124.171566,0
1571566124.185093,0
1571566124.198536,0
1571566124.211880,0
1571566124.226454,0
1571566124.240138,0
1571566124.256963,0
1571566124.270300,0
1571566124.283318,0
1571566124.296106,0
1571566124.310072,0
1571566124.324795,0
1571566124.338120,0
1571566124.350979,0
1571566124.371647,0
1571566124.384996,0
1571566124.398246,0
1571566124.413109,0
1571566124.426211,0
1571566124.439839,0
1571566124.454422,0
1571566124.467363,0
1571566124.480934,0
1571566124.495565,0
1571566124.508236,0
1571566124.522421,0
1571566124.536770,0
1571566124.550871,0
1571566124.565590,0
1571566124.578088,0
1571566124.591485,0
1571566124.604314,0
1571566124.618020,0
1571566124.632226,0
1571566124.645508,0
1571566124.658196,0
1571566124.670497,0
1571566124.683476,0
1571566124.696382,0
1571566124.709724,0
1571566124.722598,0
1571566124.736111,0
1571566124.748867,0
1571566124.762523,0
1571566124.775265,0
1571566124.789728,0
1571566124.802577,0
1571566124.815947,0
1571566124.829580,0
1571566124.842787,0
1571566124.855502,0
1571566124.868028,0
