20190830022615,10.0.0.2,44261,10.0.0.1,5001,3,0.0-1.0,5373952,42991616
20190830022616,10.0.0.2,44261,10.0.0.1,5001,3,1.0-2.0,5636096,45088768
20190830022617,10.0.0.2,44261,10.0.0.1,5001,3,2.0-3.0,5505024,44040192
20190830022618,10.0.0.2,44261,10.0.0.1,5001,3,3.0-4.0,5767168,46137344
20190830022619,10.0.0.2,44261,10.0.0.1,5001,3,4.0-5.0,5636096,45088768
20190830022620,10.0.0.2,44261,10.0.0.1,5001,3,5.0-6.0,5767168,46137344
20190830022621,10.0.0.2,44261,10.0.0.1,5001,3,6.0-7.0,5898240,47185920
20190830022622,10.0.0.2,44261,10.0.0.1,5001,3,7.0-8.0,5505024,44040192
20190830022623,10.0.0.2,44261,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20190830022624,10.0.0.2,44261,10.0.0.1,5001,3,9.0-10.0,5898240,47185920
20190830022625,10.0.0.2,44261,10.0.0.1,5001,3,10.0-11.0,5767168,46137344
20190830022626,10.0.0.2,44261,10.0.0.1,5001,3,11.0-12.0,5636096,45088768
20190830022627,10.0.0.2,44261,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20190830022628,10.0.0.2,44261,10.0.0.1,5001,3,13.0-14.0,5636096,45088768
20190830022629,10.0.0.2,44261,10.0.0.1,5001,3,14.0-15.0,5898240,47185920
20190830022630,10.0.0.2,44261,10.0.0.1,5001,3,15.0-16.0,5636096,45088768
20190830022631,10.0.0.2,44261,10.0.0.1,5001,3,16.0-17.0,5898240,47185920
20190830022632,10.0.0.2,44261,10.0.0.1,5001,3,17.0-18.0,5636096,45088768
20190830022633,10.0.0.2,44261,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20190830022634,10.0.0.2,44261,10.0.0.1,5001,3,19.0-20.0,5636096,45088768
20190830022635,10.0.0.2,44261,10.0.0.1,5001,3,20.0-21.0,5898240,47185920
20190830022636,10.0.0.2,44261,10.0.0.1,5001,3,21.0-22.0,5636096,45088768
20190830022637,10.0.0.2,44261,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20190830022638,10.0.0.2,44261,10.0.0.1,5001,3,23.0-24.0,5636096,45088768
20190830022639,10.0.0.2,44261,10.0.0.1,5001,3,24.0-25.0,5898240,47185920
20190830022640,10.0.0.2,44261,10.0.0.1,5001,3,25.0-26.0,5505024,44040192
20190830022641,10.0.0.2,44261,10.0.0.1,5001,3,26.0-27.0,6029312,48234496
20190830022642,10.0.0.2,44261,10.0.0.1,5001,3,27.0-28.0,5505024,44040192
20190830022643,10.0.0.2,44261,10.0.0.1,5001,3,28.0-29.0,6029312,48234496
20190830022644,10.0.0.2,44261,10.0.0.1,5001,3,29.0-30.0,5505024,44040192
20190830022645,10.0.0.2,44261,10.0.0.1,5001,3,30.0-31.0,6029312,48234496
20190830022646,10.0.0.2,44261,10.0.0.1,5001,3,31.0-32.0,5898240,47185920
20190830022647,10.0.0.2,44261,10.0.0.1,5001,3,32.0-33.0,5636096,45088768
20190830022648,10.0.0.2,44261,10.0.0.1,5001,3,33.0-34.0,5898240,47185920
20190830022649,10.0.0.2,44261,10.0.0.1,5001,3,34.0-35.0,5505024,44040192
20190830022650,10.0.0.2,44261,10.0.0.1,5001,3,35.0-36.0,6029312,48234496
20190830022651,10.0.0.2,44261,10.0.0.1,5001,3,36.0-37.0,5898240,47185920
20190830022652,10.0.0.2,44261,10.0.0.1,5001,3,37.0-38.0,5636096,45088768
20190830022653,10.0.0.2,44261,10.0.0.1,5001,3,38.0-39.0,5898240,47185920
20190830022654,10.0.0.2,44261,10.0.0.1,5001,3,39.0-40.0,5636096,45088768
20190830022655,10.0.0.2,44261,10.0.0.1,5001,3,40.0-41.0,5898240,47185920
20190830022656,10.0.0.2,44261,10.0.0.1,5001,3,41.0-42.0,5505024,44040192
20190830022657,10.0.0.2,44261,10.0.0.1,5001,3,42.0-43.0,6029312,48234496
20190830022658,10.0.0.2,44261,10.0.0.1,5001,3,43.0-44.0,5898240,47185920
